title,building1,building2,price,bedroom,bathroom,area
1BR in Marina Pinnacle Tower for Rent!!!,Dubai Marina,Marina Pinnacle,76000,1 Bedrooms,1 Bathrooms,761,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/1br-in-marina-pinnacle-tower-for-rent--2/
"Hot Deal, 1Br Spacious on Prime Location",Dubai Marina,Elite Residence,76000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/hot-deal-1br-spacious-on-prime-location-2/
Dubai Marina1 Bedroom (Unfurnished)  with Panoramic Glass Windows in MAG 218 !!!,Dubai Marina,MAG 218 Tower,77000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/dubai-marina1-bedroom-unfurnished-with-pan-2/
1 Bedroom Unfurnished Flat (Panoramic Glass),Dubai Marina,MAG 218 Tower,77000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/1-bedroom-unfurnished-flat-panoramic-glass-2/
"Exquisite 1 bedroom apartment in Waves, Marina",Dubai Marina,The Waves Tower A,77000,1 Bedrooms,2 Bathrooms,1080,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/exquisite-1-bedroom-apartment-in-waves-mar-2/
Well Maintained I  1 BR in Elite Residence @ 77K Only,Dubai Marina,Elite Residence,77000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/well-maintained-i-1-br-in-elite-residence--2/
"Marina View, Furnished 1 BR in Damac Waves; Dubai Marina",Dubai Marina,The Waves Tower A,77000,1 Bedrooms,2 Bathrooms,1050,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/exquise-1-br-in-damac-waves-dubai-marina-2/
Must to see!!! Chiller free!!! Furnished,Dubai Marina,MAG 218 Tower,77000,1 Bedrooms,2 Bathrooms,874,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/1/2/must-to-see-chiller-free-furnished-2/
Chiller Free // Huge 1 Bed // High Floor,Dubai Marina,MAG 218 Tower,77888,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/chiller-free-huge-1-bed-high-floor-2/
Breathtaking view at Mag 218 with Free Chiller,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/breathtaking-view-at-mag-218-with-free-chi-2/
MAG 218 Tower | Dubai Marina | 1 Bedroom,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,864,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/mag-218-tower-dubai-marina-1-bedroom-2/
Spacious 1 Bedroom l Vacant and Ready to Move in | MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/spacious-1-bedroom-l-vacant-and-ready-to-m-2/
Chiller Free 1 BR Apartment  Close To Tram,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/chiller-free-1-br-apartment-close-to-tram-2/
1BHK IN PRINCESS TOWER IN 78k,Dubai Marina,The Princess Tower,78000,1 Bedrooms,2 Bathrooms,862,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/1bhk-in-princess-tower-in-78k-2/
"1 Bedroom  Marina  Wharf 1, Dubai Marina",Dubai Marina,Marina Wharf 1,78000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/1-bedroom-marina-wharf-1-dubai-marina-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Furnished 1bed in MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/furnished-1bed-in-mag-218-2/
Chiller Free I 1 Bed  I Full Marina View,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/chiller-free-i-1-bed-i-full-marina-view-2/
AMAZING 1BR l MARINA VIEW l CHILLER FREE,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,1 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/amazing-1br-l-marina-view-l-chiller-free-2/
Marina View ! 1Bed ! MAG218 ! Dubai Marina,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/marina-view-1bed-mag218-dubai-marina-2/
MAG 218 | Great Views | Kitchen Equipped,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/mag-218-great-views-kitchen-equipped-2/
MAG 218 | Marina View | Kitchen Equipped,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/mag-218-marina-view-kitchen-equipped-2/
One of a Kind 1BR | Dorrabay | Marina View,Dubai Marina,Dorra Bay,78000,1 Bedrooms,1 Bathrooms,691,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/one-of-a-kind-1br-dorrabay-marina-view-2/
Stunning Sea View 1BHK In Elite Residence Marina,Dubai Marina,Elite Residence,78000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/27/stunning-sea-view-1bhk-in-elite-residence--2/
Spacious 1 Bedroom for Rent | Dorra Bay,Dubai Marina,Dorra Bay,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/spacious-1-bedroom-for-rent-dorra-bay-2/
FF 1BR with Balcony l Marina Diamond 4 |,Dubai Marina,Marina Diamond 4,78000,1 Bedrooms,1 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/ff-1br-with-balcony-l-marina-diamond-4--2/
Stunning one-bedroom in Marina,Dubai Marina,Elite Residence,78000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/stunning-one-bedroom-in-marina-2/
Well Kept Unit with partial Marina View,Dubai Marina,Marina View Tower B,78000,1 Bedrooms,2 Bathrooms,766,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/well-kept-unit-with-partial-marina-view-2/
Fitted Kitchen |Chiller Free|Marina View,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/fitted-kitchen-chiller-free-marina-view-2/
Fitted Kitchen|Chiller Free|Community View,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/fitted-kitchen-chiller-free-community-view-2/
"Chiller Free, Unfurnished 1BR in MAG 218",Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,1 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/20/chiller-free-unfurnished-1br-in-mag-218-2/
Ocean Heights: 1 BR 78K on a High floor | Dubai Marina,Dubai Marina,Ocean Heights,78000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/ocean-heights-1-br-80k-on-a-high-floor-dub-2/
1BR Apartment in Marina Diamond 4 ! LOOK,Dubai Marina,Marina Diamond 4,78000,1 Bedrooms,1 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/1br-apartment-in-marina-diamond-4-look-2/
Deal of the Day| Chiller Free| Near to trump station,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,890,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/deal-of-the-day-chiller-free-near-to-trump-2/
Full Marina View | Unfurnished | with Balcony,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/full-marina-view-unfurnished-with-balcony-2/
Large 1 bed room in MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/large-1-bed-room-in-mag-218-2/
Cozy and Spacious Unfurnished 1 Bed Apt W Marina View,Dubai Marina,Marina Sail,78000,1 Bedrooms,1 Bathrooms,943,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/cozy-and-spacious-unfurnished-1-bed-apt-w--2/
One bedroom apartment! Dubai marina! LANDLORD! NO AGENCY FEE,Dubai Marina,Marina Diamond 4,78000,1 Bedrooms,1 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/one-bedroom-apartment-dubai-marina-landlor-2/
Vacant - High Floor -  Chiller Free 1 BR,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/vacant-high-floor-chiller-free-1-bed-2/
"Chiller Free, 1 Bed+2 Baths w/ Balcony, MAG 218",Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/2/chiller-free-1-bed-2-baths-w-balcony-mag-2-2/
1Br MAG 218 | Ready Unit Price Reduced !,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/1br-mag-218-upcoming-unit-book-it-early--2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Great Layout | Nice 1 Bedroom | Princess,Dubai Marina,The Princess Tower,78000,1 Bedrooms,2 Bathrooms,880,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/great-layout-nice-1-bedroom-princess-2/
Chiller Free | Great Location,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/20/chiller-free-great-location-2/
Higher Floor! 1 Bedroom in MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,1 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/higher-floor-1-bedroom-in-mag-218-2/
One Bedroom | High Floor | Chiller Free,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/spacious-1-bedroom-high-floor-chiller-free-2/
1 Bedroom | Marina Views | Chiller Free,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/18/spacious-1-bed-marina-view-chiller-free-2-2/
"1 Bedroom for rent with Community View in MAG218, Marina",Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/17/mag218-1-br-community-view-unit-2/
Available now!! 1 Bedroom with Marina View in MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/17/mag218-1-br-marina-view-unit-2-2/
"1 bedroom for rent w/ Marina View in MAG218, Marina",Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/16/mag218-1-br-marina-view-unit-2/
One Bedroom For Rent In The Point Tower.,,,78000,1 Bedrooms,2 Bathrooms,759,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/5/one-bedroom-for-rent-in-the-point-tower-2/
1 Bed with Marina View in MAG 218,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,1 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/27/1-bed-with-marina-view-in-mag-218-2/
Luxury One Bedroom Furnished in Dubai Marina,Dubai Marina,Time Place Tower,78000,1 Bedrooms,2 Bathrooms,706,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/16/luxury-one-bedroom-furnished-in-dubai-mari-2/
Amazing Furnished 1Bedroom Princess Tower,Dubai Marina,The Princess Tower,78000,1 Bedrooms,1 Bathrooms,864,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/16/amazing-furnished-1bedroom-princess-tower-2/
1 Bedroom apartment for rent in Dubai Marina Princess Tower,Dubai Marina,The Princess Tower,78000,1 Bedrooms,1 Bathrooms,861,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/9/1-bedroom-apartment-for-rent-in-dubai-mari-2/
Marina View|Huge  Bright| Furnished 1 BR Mag 218@78K Only,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,910,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/16/marina-view-huge-bright-furnished-1-br-mag-2/
Large 1 BR Chiller Free Time Place Tower,Dubai Marina,Time Place Tower,78000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/9/unfurnished-1-br-chiller-free-time-place-t-2/
Luxury Furnished|Full Glass Windows 1BR |Mag 218@ 78K Only,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/29/1br-with-sea-view-higher-floor-furnished-f-2/
Furnished|Full Glass Window| Marina View| |1BR|Mag 218@78K,Dubai Marina,MAG 218 Tower,78000,1 Bedrooms,2 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/28/mag-218-90k-furnished-full-glass-window-se-2/
Spacious * High Floor * Great location *,Dubai Marina,The Princess Tower,78500,1 Bedrooms,1 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/spacious-high-floor-great-location--2/
Beautiful Large 1 BR Apartment In Skyview Tower,Dubai Marina,Skyview Tower,79000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/beautiful-large-1-br-apartment-in-skyview--2/
EXCLUSIVE UNIT SEMI FURNISHED 1 BR FOR RENT IN MAG 218,Dubai Marina,MAG 218 Tower,79000,1 Bedrooms,2 Bathrooms,870,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/1/exclusive-unit-semi-furnished-1-br-for-ren-2/
One Bedroom / Unfurnished / Available Now,Dubai Marina,Park Island Blakely,79000,1 Bedrooms,1 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/one-bedroom-unfurnished-available-now-2/
1 Bedroom | Princess | Unfurnished Marina,Dubai Marina,The Princess Tower,79000,1 Bedrooms,2 Bathrooms,864,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/15/1-bedroom-apartment-princess-tower-marina-2/
Full Marina View from High Floor One bedroom in Point tower,Dubai Marina,The Point,79000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/4/full-marina-view-from-high-floor-one-bedro-2/
Elite Residence Marina One Bedroom Partial Sea View,Dubai Marina,Elite Residence,79000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/15/elite-residence-marina-one-bedroom-partial-2/
Best in the market One bedroom only 80k Yearly,Dubai Marina,The Point,79500,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/17/best-in-the-market-one-bedroom-only-80k-th-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
HIGH FLOOR | 85K | 1 BEDROOM APARTMENT,Dubai Marina,Elite Residence,79900,1 Bedrooms,2 Bathrooms,959,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/high-floor-85k-1-bedroom-apartment-2/
1 Bedroom | Chiller Free | Close to Metro,Dubai Marina,Al Majara 1,79950,1 Bedrooms,1 Bathrooms,841,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/2/1-bedroom-chiller-free-close-to-metro-2/
Biggest 1 bed | Unfurnished | Chiller free,Dubai Marina,Bay Central,79998,1 Bedrooms,2 Bathrooms,857,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/biggest-1-bed-unfurnished-chiller-free-2/
Well Maintained Fully Furnished 1BR Apt.,Dubai Marina,Marina View Tower B,79999,1 Bedrooms,2 Bathrooms,765,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/well-maintained-fully-furnished-1br-apt-2/
1 Bedroom | Un-Furnished | MAG218 Marina,Dubai Marina,MAG 218 Tower,79999,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/1-bedroom-un-furnished-mag218-marina-2/
Best price for 1 Br in Al Majara on High Floor,Dubai Marina,Al Majara 1,79999,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/3/best-price-for-1-br-in-al-majara-on-high-f-2/
High Floor | 1BR | Silverene Tower | Pool View,Dubai Marina,Silverene Tower A,79999,1 Bedrooms,2 Bathrooms,595,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/high-floor-1br-silverene-towers-pool-view-2-2/
Most Luxury | 1 bedroom | Amazing View | High Floor | Only 80k,Dubai Marina,Elite Residence,79999,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/most-luxury-1-bedroom-amazing-view-high-fl-2/
Hot Price 1BR Furnished@80k|PrincessTower,Dubai Marina,The Princess Tower,79999,1 Bedrooms,1 Bathrooms,890,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/hot-price-1br-furnished-80k-princesstower-2/
Right next to the Trum || Largest 1 BR!!,Dubai Marina,Bay Central,79999,1 Bedrooms,2 Bathrooms,857,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/-largest-1-bed-room-near-to-the-beach-2/
Large 1BR in Silverene Tower. Marina View.,Dubai Marina,Silverene Tower B,79999,1 Bedrooms,2 Bathrooms,700,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/large-1br-in-silverene-tower-marina-view-2/
MARINA VIEW apartment at a Best Offer!!!,Dubai Marina,,79999,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/11/marina-view-apartment-at-a-best-offer--2/
Chiller free one bedroom on higher floor,Dubai Marina,The Princess Tower,80000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/chiller-free-one-bedroom-on-higher-floor-2/
Pool View |  1BR with kitchen equipped  | Elite Residence | Dubai Marina,Dubai Marina,Elite Residence,80000,1 Bedrooms,2 Bathrooms,736,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/pool-view-1br-with-kitchen-equipped-elite--2/
Sea View|Higher Floor| 1 BR| Chiller free| Mag 218 @80K,Dubai Marina,MAG 218 Tower,80000,1 Bedrooms,2 Bathrooms,920,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/sea-view-higher-floor-1-br-chiller-free-ma-2/
QUALITY HIGH FLOOR 1BR | MAG218 FOR RENT,Dubai Marina,MAG 218 Tower,80000,1 Bedrooms,2 Bathrooms,898,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/quality-high-floor-1br-mag218-for-rent-2/
Marina and Sea View from 1Bed Sky View!,Dubai Marina,Skyview Tower,80000,1 Bedrooms,2 Bathrooms,896,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/marina-and-sea-view-from-1bed-sky-view--2/
Spacious 1BR Apartment in Time Place Tower,Dubai Marina,Time Place Tower,80000,1 Bedrooms,2 Bathrooms,815,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/spacious-1br-apartment-in-time-place-tower-2/
Height Floor One Bed In Princess Tower,Dubai Marina,The Princess Tower,80000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/height-floor-one-bed-in-princess-tower-2/
